Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.137.128-192.168.137.129-8443-54422-6,192.168.137.128,8443,192.168.137.129,54422,6,15/03/2025 09:34:18 AM,204546,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,625.776109041487,14.66662755565985,102273.0,144627.37838320932,204540.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.777751703773234,4.888875851886617,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54330-6,192.168.137.128,8443,192.168.137.129,54330,6,15/03/2025 09:34:18 AM,205035,3,1,128.0,0.0,88.0,0.0,42.66666666666667,44.06056437828882,0.0,0.0,0.0,0.0,624.283658887507,19.508864340234595,68345.0,118258.36698940163,204898.0,66.0,137.0,68.5,3.5355339059327378,71.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,32,14.631648255175946,4.877216085058649,0.0,88.0,25.6,38.94611662284187,1516.7999999999995,0,0,0,0,1,0,0,0,0.0,32.0,42.66666666666666,0.0,0,0,0,0,0,0,3,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54498-6,192.168.137.128,8443,192.168.137.129,54498,6,15/03/2025 09:34:18 AM,204975,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,624.4663983412612,14.635931211123308,102487.5,144922.2419109641,204963.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.757287474082206,4.878643737041103,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54546-6,192.168.137.128,8443,192.168.137.129,54546,6,15/03/2025 09:34:18 AM,205177,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,623.8516013003407,14.621521905476737,102588.5,145063.66326720142,205164.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.747681270317823,4.873840635158912,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-48140-6,192.168.137.128,8443,192.168.137.129,48140,6,15/03/2025 09:34:18 AM,199564,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,641.3982481810347,15.032771441743,99782.0,141104.57239933792,199558.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,10.021847627828668,5.010923813914333,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54286-6,192.168.137.128,8443,192.168.137.129,54286,6,15/03/2025 09:34:18 AM,199803,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,640.6310215562329,15.014789567724208,99901.5,141272.15670647917,199796.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,10.00985971181614,5.0049298559080695,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54738-6,192.168.137.128,8443,192.168.137.129,54738,6,15/03/2025 09:34:18 AM,199821,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,640.5733131152382,15.013437026138394,99910.5,141284.8846285405,199814.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,10.008958017425597,5.004479008712798,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-55548-6,192.168.137.129,55548,192.168.137.128,8443,6,15/03/2025 09:33:22 AM,55974452,41,35,2985.0,7247.0,517.0,0.0,72.80487804878048,169.6409766996458,1246.0,0.0,207.05714285714288,432.9732326230656,182.79768062758345,1.357762287695108,746326.0266666665,3759360.263801341,29641212.0,53.0,55973540.0,1399338.4999999995,5087150.850885396,29641212.0,189.0,55974331.0,1646303.8529411766,5497821.174822034,29651860.0,281.0,0,0,0,0,1344,1168,0.7324770236249923,0.6252852640701154,0.0,1246.0,132.8831168831169,322.0650054531315,103725.86773752562,0,1,0,0,0,0,0,0,0.0,134.6315789473684,72.8048780487805,207.05714285714285,0,0,0,0,0,0,41,2985,35,7247,-1,506,10,0,848287.6666666666,807777.7815131667,1780913.0,369230.0,16345105.333333332,11719550.750571216,29641212.0,7515761.0,SSL
192.168.137.128-192.168.137.129-8443-54626-6,192.168.137.128,8443,192.168.137.129,54626,6,15/03/2025 09:34:18 AM,200565,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,638.197093211677,14.95774437214868,100282.5,141731.7761142504,200502.0,63.0,63.0,63.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.971829581432454,4.985914790716227,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54454-6,192.168.137.128,8443,192.168.137.129,54454,6,15/03/2025 09:34:18 AM,200569,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,638.1843654802088,14.957446065942394,100284.5,141819.45735511754,200566.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.971630710628263,4.985815355314132,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54684-6,192.168.137.128,8443,192.168.137.129,54684,6,15/03/2025 09:34:18 AM,207521,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,616.8050462362845,14.456368271162916,103760.5,146722.53577586505,207509.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.637578847441944,4.818789423720973,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-55578-6,192.168.137.129,55578,192.168.137.128,8443,6,15/03/2025 09:33:52 AM,25889443,18,13,1194.0,2846.0,517.0,0.0,66.33333333333331,165.951091306693,1246.0,0.0,218.92307692307693,458.4440099471366,156.0481621794644,1.1973992642483655,862981.4333333332,3093375.418250813,13596891.0,51.0,25889264.0,1522897.8823529412,4034356.406369111,13596891.0,51.0,25888691.0,2157390.9166666665,4719880.445541727,13597523.0,136.0,0,0,0,0,580,420,0.6952640889184059,0.5021351753299598,0.0,1246.0,126.24999999999996,320.40468362731934,102659.1612903226,0,0,1,0,0,0,0,0,0.0,130.32258064516128,66.33333333333333,218.92307692307693,0,0,0,0,0,0,18,1194,13,2846,-1,506,4,0,636245.0,899533.1637644051,1272311.0,179.0,12127985.5,2077346.0799444325,13596891.0,10659080.0,SSL
192.168.137.128-192.168.137.129-8443-54398-6,192.168.137.128,8443,192.168.137.129,54398,6,15/03/2025 09:34:18 AM,196708,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,650.7106980905708,15.251031986497754,98354.0,138960.6246387803,196614.0,94.0,94.0,94.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,10.167354657665168,5.083677328832584,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54784-6,192.168.137.128,8443,192.168.137.129,54784,6,15/03/2025 09:34:18 AM,197047,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,649.5912142788269,15.224794084660005,98523.5,139329.0272717785,197044.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,10.14986272310667,5.074931361553335,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-55558-6,192.168.137.128,8443,192.168.137.129,55558,6,15/03/2025 09:33:59 AM,19006010,7,10,1467.0,597.0,1246.0,0.0,209.57142857142856,459.8883404852592,517.0,0.0,59.7,162.63391063640108,108.59722792948124,0.8944539122098747,1187875.6249999998,4617340.442281594,18500871.0,139.0,18867907.0,3144651.1666666665,7524178.831232799,18502060.0,302.0,19006010.0,2111778.888888889,6146526.963744107,18500871.0,418.0,0,0,0,0,232,316,0.368304552086419,0.5261493601234557,0.0,1246.0,114.66666666666666,308.0719931139092,94908.35294117648,0,0,0,0,1,0,0,0,1.0,121.41176470588236,209.57142857142856,59.7,0,0,0,0,0,0,7,1467,10,597,-1,524,4,0,138361.0,0.0,138361.0,138361.0,18500871.0,0.0,18500871.0,18500871.0,SSL
192.168.137.128-192.168.137.129-8443-54834-6,192.168.137.128,8443,192.168.137.129,54834,6,15/03/2025 09:34:18 AM,197179,3,2,128.0,0.0,88.0,0.0,42.66666666666667,44.06056437828882,0.0,0.0,0.0,0.0,649.1563503212817,25.357669934425065,49294.75000000001,98413.54046530723,196915.0,2.0,264.0,132.0,114.5512985522207,213.0,51.0,197126.0,197126.0,0.0,197126.0,197126.0,0,0,0,0,96,52,15.21460196065504,10.143067973770028,0.0,88.0,21.333333333333336,36.368484525295614,1322.6666666666663,0,0,0,0,1,0,0,0,0.0,25.6,42.66666666666666,0.0,0,0,0,0,0,0,3,128,2,0,-1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54074-6,192.168.137.128,8443,192.168.137.129,54074,6,15/03/2025 09:34:18 AM,202402,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,632.4048181342082,14.821987925020505,101201.0,143105.68459009586,202392.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.881325283347005,4.9406626416735016,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54336-6,192.168.137.128,8443,192.168.137.129,54336,6,15/03/2025 09:34:18 AM,198188,3,1,128.0,0.0,88.0,0.0,42.66666666666667,44.06056437828882,0.0,0.0,0.0,0.0,645.8514138091106,20.182856681534705,66062.66666666666,114345.95762567794,198098.0,12.0,90.0,45.0,46.66904755831214,78.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,32,15.137142511151028,5.045714170383676,0.0,88.0,25.6,38.94611662284187,1516.7999999999995,0,0,0,0,1,0,0,0,0.0,32.0,42.66666666666666,0.0,0,0,0,0,0,0,3,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54560-6,192.168.137.128,8443,192.168.137.129,54560,6,15/03/2025 09:34:18 AM,201508,3,1,128.0,0.0,88.0,0.0,42.66666666666667,44.06056437828882,0.0,0.0,0.0,0.0,635.2105127339858,19.85032852293705,67169.33333333334,116241.97211564046,201394.0,42.0,114.0,57.0,21.213203435596427,72.0,42.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,32,14.887746392202793,4.962582130734264,0.0,88.0,25.6,38.94611662284187,1516.7999999999995,0,0,0,0,1,0,0,0,0.0,32.0,42.66666666666666,0.0,0,0,0,0,0,0,3,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54584-6,192.168.137.128,8443,192.168.137.129,54584,6,15/03/2025 09:34:18 AM,201885,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,634.0243207766798,14.859945018203431,100942.5,142676.4707739156,201830.0,55.0,55.0,55.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.906630012135622,4.953315006067811,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54690-6,192.168.137.128,8443,192.168.137.129,54690,6,15/03/2025 09:34:18 AM,197891,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,646.8207245402772,15.159860731412747,98945.5,139860.77157123078,197842.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,10.106573820941833,5.053286910470916,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54654-6,192.168.137.128,8443,192.168.137.129,54654,6,15/03/2025 09:34:18 AM,201931,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,633.8798896652817,14.85655991403004,100965.5,142694.85555022646,201866.0,65.0,65.0,65.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.904373276020026,4.952186638010013,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-55644-6,192.168.137.129,55644,192.168.137.128,8443,6,15/03/2025 09:33:55 AM,22945168,9,7,597.0,1379.0,517.0,0.0,66.33333333333333,171.058469536004,1246.0,0.0,197.0,464.9404979851365,86.11834962376393,0.6973145718523395,1529677.8666666667,5828871.624799371,22598582.0,9.0,22945159.0,2868144.875,7972715.33609328,22598582.0,132.0,22945053.0,3824175.5,9198091.676993284,22598830.0,225.0,0,0,0,0,284,220,0.3922394466669409,0.3050751251853985,0.0,1246.0,116.23529411764704,317.4792373943067,100793.06617647056,0,0,1,0,0,0,0,0,0.0,123.5,66.33333333333333,197.0,0,0,0,0,0,0,9,597,7,1379,-1,506,2,0,9.0,0.0,9.0,9.0,22598582.0,0.0,22598582.0,22598582.0,SSL
192.168.137.128-192.168.137.129-8443-55616-6,192.168.137.129,55616,192.168.137.128,8443,6,15/03/2025 09:33:59 AM,18808972,9,7,597.0,1379.0,517.0,0.0,66.33333333333333,171.058469536004,1246.0,0.0,197.0,464.9404979851365,105.0562465614814,0.8506578668945862,1253931.4666666663,4758234.80048766,18452305.0,36.0,18808936.0,2351117.0,6506421.657822238,18452305.0,182.0,18808411.0,3134735.1666666665,7504719.18953474,18452495.0,80.0,0,0,0,0,284,220,0.4784950501282047,0.3721628167663814,0.0,1246.0,116.23529411764704,317.4792373943067,100793.06617647056,0,0,1,0,0,0,0,0,0.0,123.5,66.33333333333333,197.0,0,0,0,0,0,0,9,597,7,1379,-1,506,2,0,36.0,0.0,36.0,36.0,18452305.0,0.0,18452305.0,18452305.0,SSL
192.168.137.128-192.168.137.129-8443-54942-6,192.168.137.128,8443,192.168.137.129,54942,6,15/03/2025 09:34:18 AM,200888,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,637.1709609334554,14.93369439687786,100444.0,142033.71070981707,200877.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.95579626458524,4.97789813229262,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54524-6,192.168.137.128,8443,192.168.137.129,54524,6,15/03/2025 09:34:18 AM,205022,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,624.3232433592492,14.632576016232404,102511.0,144955.47592967987,205010.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.755050677488269,4.877525338744134,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54652-6,192.168.137.128,8443,192.168.137.129,54652,6,15/03/2025 09:34:18 AM,205279,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,623.5416189673566,14.61425669454742,102639.5,145001.43787045698,205171.0,108.0,108.0,108.0,0.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.742837796364949,4.8714188981824735,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54636-6,192.168.137.128,8443,192.168.137.129,54636,6,15/03/2025 09:34:18 AM,205365,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,623.280500572152,14.608136732159814,102682.5,145076.39118926277,205267.0,98.0,98.0,98.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.738757821439876,4.869378910719938,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54596-6,192.168.137.128,8443,192.168.137.129,54596,6,15/03/2025 09:34:18 AM,205674,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,622.3440979414024,14.58618979550162,102837.0,145423.58061882536,205667.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.724126530334413,4.862063265167206,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54672-6,192.168.137.128,8443,192.168.137.129,54672,6,15/03/2025 09:34:18 AM,200746,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,637.6216711665487,14.944257917965986,100373.0,141937.5441875757,200738.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.962838611977324,4.981419305988662,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54670-6,192.168.137.128,8443,192.168.137.129,54670,6,15/03/2025 09:34:18 AM,206752,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,619.0992106485064,14.510137749574367,103376.0,146181.59908825735,206742.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,9.673425166382913,4.836712583191456,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-53718-6,192.168.137.128,8443,192.168.137.129,53718,6,15/03/2025 09:34:18 AM,284799,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,449.4397803363073,10.533744851632203,142399.5,201371.99046664857,284791.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,7.022496567754802,3.511248283877401,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-55614-6,192.168.137.128,8443,192.168.137.129,55614,6,15/03/2025 09:33:52 AM,26135055,8,10,1467.0,597.0,1246.0,0.0,183.375,432.1728944696621,517.0,0.0,59.7,162.63391063640108,78.97438899592903,0.6887301365924043,1537356.176470588,6190339.746021287,25557806.0,39.0,26092646.0,3727520.857142857,9626831.625618082,25558083.0,81.0,26135055.0,2903895.0000000005,8495772.742385989,25557806.0,164.0,0,0,0,0,264,316,0.3061022829299574,0.3826278536624468,0.0,1246.0,108.6315789473684,300.5456538672278,90327.69005847952,0,0,0,0,1,0,0,0,1.0,114.66666666666669,183.375,59.7,0,0,0,0,0,0,8,1467,10,597,-1,524,4,0,215382.0,0.0,215382.0,215382.0,25557806.0,0.0,25557806.0,25557806.0,SSL
192.168.137.128-192.168.137.129-8443-54770-6,192.168.137.128,8443,192.168.137.129,54770,6,15/03/2025 09:34:18 AM,193573,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,661.2492444710781,15.498029167290891,96786.5,136868.29567324932,193567.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,10.332019444860595,5.166009722430298,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-54898-6,192.168.137.128,8443,192.168.137.129,54898,6,15/03/2025 09:34:18 AM,193031,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,663.105925991162,15.54154514041786,96515.5,136482.21537072147,193023.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,10.361030093611909,5.1805150468059535,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
192.168.137.128-192.168.137.129-8443-53830-6,192.168.137.128,8443,192.168.137.129,53830,6,15/03/2025 09:34:18 AM,291466,2,1,128.0,0.0,88.0,40.0,64.0,33.94112549695428,0.0,0.0,0.0,0.0,439.1592844448409,10.29279572917596,145733.0,206089.09980394403,291460.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,6.861863819450639,3.43093190972532,0.0,88.0,32.0,41.82503237695499,1749.333333333333,0,0,0,0,1,0,0,0,0.0,42.66666666666666,64.0,0.0,0,0,0,0,0,0,2,128,1,0,-1,506,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSL
